tourney_id	tourney_name	surface	draw_size	tourney_level	tourney_date	match_num	winner_id	winner_seed	winner_entry	winner_name	winner_hand	winner_ht	winner_ioc	winner_age	winner_rank	winner_rank_points	loser_id	loser_seed	loser_entry	loser_name	loser_hand	loser_ht	loser_ioc	loser_age	loser_rank	loser_rank_points	score	best_of	round	minutes	w_ace	w_df	w_svpt	w_1stIn	w_1stWon	w_2ndWon	w_SvGms	w_bpSaved	w_bpFaced	l_ace	l_df	l_svpt	l_1stIn	l_1stWon	l_2ndWon	l_SvGms	l_bpSaved	l_bpFaced	wid	lid	atp_match_num	no_sets	no_tiebreaks	
2017-301	Auckland	Hard	28	A	20170109	290	104871			Jeremy Chardy	R	188	FRA	29.9082819986	71	705	103852	6		Feliciano Lopez	L	188	ESP	35.3045859001	28	1410	W/O	3	R16																				NOSTATSFILE_10	1	0	
2017-301	Auckland	Hard	28	A	20170109	289	105449	7		Steve Johnson	R	188	USA	27.0444900753	33	1320	104229			Yen Hsun Lu	R	180	TPE	33.4072553046	61	774	6-4 7-6(4)	3	R16	88	5	4	64	33	31	21	11	0	0	4	2	61	36	30	18	11	0	1	MS014	2	1	
2017-301	Auckland	Hard	28	A	20170109	288	104571	8		Marcos Baghdatis	R	178	CYP	31.5646817248	36	1140	104460		WC	Dustin Brown	R	196	GER	32.0876112252	70	718	4-6 7-6(4) 6-4	3	R16	126	12	5	109	62	48	25	16	8	10	6	6	115	72	52	22	16	8	10	MS009	3	1	
2017-301	Auckland	Hard	28	A	20170109	287	105311			Joao Sousa	R	185	POR	27.780971937	44	1030	105454		Q	Brydan Klein	R	188	GBR	27.0253251198	324	148	6-3 6-4	3	R16	73	3	3	58	33	25	13	10	0	2	5	6	51	27	19	7	9	1	5	MS011	2	0	
2017-301	Auckland	Hard	28	A	20170109	286	106210			Jiri Vesely	L	198	CZE	23.5017111567	54	848	104907		LL	Jose Statham	R	180	NZL	29.711156742	434	94	6-7(6) 7-5 6-3	3	R16	143	15	6	105	66	53	26	17	5	5	8	2	90	64	50	16	16	1	3	MS008	3	1	
2017-301	Auckland	Hard	28	A	20170109	285	105311			Joao Sousa	R	185	POR	27.780971937	44	1030	105077	5		Albert Ramos Vinolas	L	188	ESP	28.9801505818	26	1435	6-1 7-5	3	R32	88	3	3	54	34	27	11	10	2	3	3	3	59	33	20	12	9	5	9	MS023	2	0	
2017-301	Auckland	Hard	28	A	20170109	284	103852	6		Feliciano Lopez	L	188	ESP	35.3045859001	28	1410	105030		WC	Michael Venus	R	191	NZL	29.234770705			3-6 6-4 6-3	3	R32	108	11	4	87	47	41	17	14	6	7	8	3	92	55	40	18	14	5	7	MS024	3	0	
2017-301	Auckland	Hard	28	A	20170109	283	105449	7		Steve Johnson	R	188	USA	27.0444900753	33	1320	103565			Stephane Robert	R	185	FRA	36.6488706366	53	854	6-4 6-3	3	R32	85	11	3	60	31	28	13	10	1	2	2	6	69	33	26	12	9	4	7	MS028	2	0	
2017-301	Auckland	Hard	28	A	20170109	282	104571	8		Marcos Baghdatis	R	178	CYP	31.5646817248	36	1140	105173			Adrian Mannarino	L	180	FRA	28.5311430527	60	781	6-4 6-4	3	R32	97	7	1	68	29	23	21	10	2	3	3	1	65	40	22	15	10	4	7	MS019	2	0	
2017-301	Auckland	Hard	28	A	20170109	281	104460		WC	Dustin Brown	R	196	GER	32.0876112252	70	718	111581		Q	Michael Mmoh	R	185	USA	18.9979466119	195	285	7-6(4) 3-6 6-4	3	R32	117	12	3	114	70	47	28	16	10	13	11	2	90	57	44	20	15	5	7	MS018	3	1	
2017-301	Auckland	Hard	28	A	20170109	280	104871			Jeremy Chardy	R	188	FRA	29.9082819986	71	705	104677		WC	Artem Sitak	R	185	NZL	30.9185489391			6-4 6-2	3	R32	61	1	1	46	27	21	16	9	0	0	4	2	56	31	23	11	9	3	6	MS025	2	0	
2017-301	Auckland	Hard	28	A	20170109	279	104898			Robin Haase	R	191	NED	29.7631759069	58	795	110686		Q	Finn Tearney	R	183	NZL	26.2861054073	449	90	6-4 7-5	3	R32	80	13	3	69	33	26	17	11	6	8	3	3	66	39	23	14	11	4	8	MS021	2	0	
2017-301	Auckland	Hard	28	A	20170109	278	105992		Q	Ryan Harrison	R	185	USA	24.6762491444	89	632	104198			Guillermo Garcia Lopez	R	185	ESP	33.6016427105	73	700	6-1 6-2	3	R32	65	9	1	41	30	24	9	8	2	2	2	3	59	38	22	7	7	6	10	MS026	2	0	
2017-301	Auckland	Hard	28	A	20170109	277	104291			Malek Jaziri	R	185	TUN	32.9719370294	56	814	106043			Diego Schwartzman	R	170	ARG	24.3997262149	52	867	7-6(1) 6-3	3	R32	93	3	1	63	35	27	18	10	1	2	0	2	74	45	27	17	11	4	7	MS030	2	1	
2017-301	Auckland	Hard	28	A	20170109	276	105454		Q	Brydan Klein	R	188	GBR	27.0253251198	324	148	105487			Facundo Bagnis	L	183	ARG	26.8665297741	55	817	6-1 6-7(6) 7-6(3)	3	R32	135	14	3	101	63	54	18	15	2	3	6	9	104	70	47	17	16	3	7	MS022	3	2	
2017-301	Auckland	Hard	28	A	20170109	275	104229			Yen Hsun Lu	R	180	TPE	33.4072553046	61	774	111575			Karen Khachanov	R	198	RUS	20.6379192334	51	875	4-6 7-6(5) 7-6(9)	3	R32	159	6	5	119	72	59	24	17	9	12	16	3	109	62	51	26	17	3	5	MS029	3	2	
2017-301	Auckland	Hard	28	A	20170109	274	106210			Jiri Vesely	L	198	CZE	23.5017111567	54	848	104547			Horacio Zeballos	L	188	ARG	31.704312115	69	725	6-4 6-3	3	R32	82	10	6	64	45	34	8	9	5	5	5	2	52	28	18	15	10	2	5	MS017	2	0	
2017-338	Sydney	Hard	28	A	20170108	300	104180	6		Gilles Muller	L	193	LUX	33.6700889802	34	1255	105554			Daniel Evans	R	175	GBR	26.6310746064	66	736	7-6(5) 6-2	3	F	89	12	4	60	38	33	12	10	1	1	7	5	71	46	31	13	10	5	7	MS001	2	1	
2017-338	Sydney	Hard	28	A	20170108	299	104180	6		Gilles Muller	L	193	LUX	33.6700889802	34	1255	104678	3		Viktor Troicki	R	193	SRB	30.9103353867	29	1385	6-3 7-6(6)	3	SF	90	16	3	76	49	38	16	11	3	3	9	3	55	32	28	14	10	0	1	MS003	2	1	
2017-338	Sydney	Hard	28	A	20170108	298	105554			Daniel Evans	R	175	GBR	26.6310746064	66	736	105723			Andrey Kuznetsov	R	185	RUS	25.87816564	46	970	6-2 3-6 6-3	3	SF	110	2	4	72	40	29	17	13	0	3	7	3	84	53	32	12	13	3	8	MS002	3	0	
2017-338	Sydney	Hard	28	A	20170108	297	105554			Daniel Evans	R	175	GBR	26.6310746064	66	736	106233	1		Dominic Thiem	R	185	AUT	23.3483915127	8	3415	3-6 6-4 6-1	3	QF	122	1	0	94	45	31	23	13	5	9	2	4	81	49	29	15	13	3	9	MS004	3	0	
2017-338	Sydney	Hard	28	A	20170108	296	104180	6		Gilles Muller	L	193	LUX	33.6700889802	34	1255	104655	2		Pablo Cuevas	R	180	URU	31.0198494182	22	1780	7-6(5) 6-4	3	QF	97	17	2	72	47	36	13	11	1	2	5	1	73	50	30	17	11	7	9	MS007	2	1	
2017-338	Sydney	Hard	28	A	20170108	295	104678	3		Viktor Troicki	R	193	SRB	30.9103353867	29	1385	104259	5		Philipp Kohlschreiber	R	178	GER	33.2320328542	32	1325	W/O	3	QF																				NOSTATSFILE_5	1	0	
2017-338	Sydney	Hard	28	A	20170108	294	105723			Andrey Kuznetsov	R	185	RUS	25.87816564	46	970	105807	4		Pablo Carreno Busta	R	188	ESP	25.4948665298	30	1370	2-6 6-4 6-1	3	QF	106	9	5	79	37	29	22	13	4	6	4	3	78	46	31	17	12	7	10	MS005	3	0	
2017-338	Sydney	Hard	28	A	20170108	293	106233	1		Dominic Thiem	R	185	AUT	23.3483915127	8	3415	105671		Q	Gastao Elias	R	183	POR	26.1245722108	81	675	6-7(5) 6-3 7-5	3	R16	160	5	5	103	60	41	24	17	3	7	6	2	118	65	39	26	16	6	12	MS008	3	1	
2017-338	Sydney	Hard	28	A	20170108	292	104655	2		Pablo Cuevas	R	180	URU	31.0198494182	22	1780	103917			Nicolas Mahut	R	191	FRA	34.9650924025	39	1102	6-4 2-6 6-2	3	R16	107	9	3	76	45	35	14	13	2	4	2	2	79	54	33	14	13	3	6	MS015	3	0	
2017-338	Sydney	Hard	28	A	20170108	291	104678	3		Viktor Troicki	R	193	SRB	30.9103353867	29	1385	103893			Paolo Lorenzi	R	183	ITA	35.0663928816	40	1090	6-3 6-4	3	R16	93	12	1	55	33	30	12	10	1	1	3	5	83	49	34	14	9	8	10	MS013	2	0	
2017-338	Sydney	Hard	28	A	20170108	290	105807	4		Pablo Carreno Busta	R	188	ESP	25.4948665298	30	1370	104999			Mischa Zverev	L	191	GER	29.3826146475	51	874	3-6 7-6(4) 6-3	3	R16	130	4	6	101	61	45	21	14	5	6	8	3	112	78	54	18	16	9	11	MS010	3	1	
2017-338	Sydney	Hard	28	A	20170108	289	104259	5		Philipp Kohlschreiber	R	178	GER	33.2320328542	32	1325	111442		WC	Jordan Thompson	R	183	AUS	22.7214236824	79	689	7-5 6-4	3	R16	84	5	1	65	38	30	16	11	3	4	10	0	61	43	30	7	11	0	3	MS012	2	0	
2017-338	Sydney	Hard	28	A	20170108	288	104180	6		Gilles Muller	L	193	LUX	33.6700889802	34	1255	105881		Q	Matthew Barton	R	191	AUS	25.0595482546	196	282	6-1 3-6 6-4	3	R16	103	22	3	64	40	36	15	13	0	1	17	4	96	51	42	15	13	10	13	MS014	3	0	
2017-338	Sydney	Hard	28	A	20170108	287	105554			Daniel Evans	R	175	GBR	26.6310746064	66	736	104719	8		Marcel Granollers	R	191	ESP	30.7433264887	37	1136	1-6 6-3 6-3	3	R16	103	5	3	70	42	35	12	12	2	4	3	3	76	51	35	13	13	1	4	MS009	3	0	
2017-338	Sydney	Hard	28	A	20170108	286	105723			Andrey Kuznetsov	R	185	RUS	25.87816564	46	970	200282		WC	Alex De Minaur	R	180	AUS	17.8918548939	351	132	6-2 RET	3	R16	40	2	1	28	13	9	9	4	2	2	0	0	31	20	10	6	4	6	8	MS011	2	0	
2017-338	Sydney	Hard	28	A	20170108	285	104259	5		Philipp Kohlschreiber	R	178	GER	33.2320328542	32	1325	104926			Fabio Fognini	R	178	ITA	29.6290212183	49	945	6-4 6-4	3	R32	81	5	1	58	38	30	12	10	3	4	2	1	55	27	19	15	10	2	5	MS024	2	0	
2017-338	Sydney	Hard	28	A	20170108	284	104180	6		Gilles Muller	L	193	LUX	33.6700889802	34	1255	105238			Alexandr Dolgopolov	R	180	UKR	28.1697467488	62	760	3-6 6-3 7-5	3	R32	127	14	6	96	56	44	20	15	2	3	8	6	100	65	49	17	15	5	7	MS028	3	0	
2017-338	Sydney	Hard	28	A	20170108	283	105723			Andrey Kuznetsov	R	185	RUS	25.87816564	46	970	105373	7		Martin Klizan	L	191	SVK	27.4962354552	35	1230	2-6 6-1 3-0 RET	3	R32	73	6	2	48	30	23	9	9	3	5	1	4	56	39	22	8	9	2	6	MS023	4	0	
2017-338	Sydney	Hard	28	A	20170108	282	104719	8		Marcel Granollers	R	191	ESP	30.7433264887	37	1136	105053		LL	Santiago Giraldo	R	188	COL	29.1170431211	91	632	6-7(5) 7-5 6-3	3	R32	157	5	1	105	71	53	22	17	5	6	4	2	106	67	46	19	16	5	8	MS019	3	1	
2017-338	Sydney	Hard	28	A	20170108	281	105881		Q	Matthew Barton	R	191	AUS	25.0595482546	196	282	106378			Kyle Edmund	R	188	GBR	22.0013689254	45	1001	7-6(3) 7-6(5)	3	R32	104	17	4	78	48	39	17	12	2	2	11	4	82	45	38	17	12	2	2	MS029	2	2	
2017-338	Sydney	Hard	28	A	20170108	280	200282		WC	Alex De Minaur	R	180	AUS	17.8918548939	351	132	105332			Benoit Paire	R	196	FRA	27.6714579055	47	960	6-3 3-6 7-6(1)	3	R32	105	2	4	82	48	35	20	15	2	5	10	7	93	56	38	18	15	3	6	MS022	3	1	
2017-338	Sydney	Hard	28	A	20170108	279	105671		Q	Gastao Elias	R	183	POR	26.1245722108	81	675	106331		Q	Christopher O'Connell	R	183	AUS	22.6009582478	237	217	6-7(3) 6-4 6-1	3	R32	145	11	4	114	62	45	29	14	14	15	2	6	100	66	40	17	15	6	11	MS017	3	1	
2017-338	Sydney	Hard	28	A	20170108	278	105554			Daniel Evans	R	175	GBR	26.6310746064	66	736	106329		Q	Thiago Monteiro	L	183	BRA	22.6091718001	82	674	6-3 4-6 6-3	3	R32	103	3	3	80	45	30	19	14	1	5	6	1	79	62	39	6	14	3	9	MS018	3	0	
2017-338	Sydney	Hard	28	A	20170108	277	103893			Paolo Lorenzi	R	183	ITA	35.0663928816	40	1090	104252			Florian Mayer	R	191	GER	33.2621492129	50	903	7-6(4) 4-6 7-6(5)	3	R32	153	9	1	106	55	42	33	17	1	3	11	3	113	59	48	29	17	1	2	MS026	3	2	
2017-338	Sydney	Hard	28	A	20170108	276	103917			Nicolas Mahut	R	191	FRA	34.9650924025	39	1102	105064			Thomaz Bellucci	L	188	BRA	29.0266940452	61	771	6-2 7-6(2)	3	R32	81	6	2	58	39	31	13	10	2	3	2	3	57	33	20	13	10	2	5	MS030	2	1	
2017-338	Sydney	Hard	28	A	20170108	275	111442		WC	Jordan Thompson	R	183	AUS	22.7214236824	79	689	105932		LL	Nikoloz Basilashvili	R	185	GEO	24.8761122519	94	618	7-5 6-2	3	R32	83	6	1	53	36	24	11	10	1	3	1	5	59	33	18	9	10	1	6	MS025	2	0	
2017-338	Sydney	Hard	28	A	20170108	274	104999			Mischa Zverev	L	191	GER	29.3826146475	51	874	104597			Nicolas Almagro	R	183	ESP	31.3839835729	44	1013	6-4 6-2	3	R32	70	12	0	47	35	31	6	9	1	1	7	4	63	26	20	17	9	4	7	MS021	2	0	
2017-339	Brisbane	Hard	28	A	20170101	300	105777	7		Grigor Dimitrov	R	191	BUL	25.6317590691	17	2035	105453	3		Kei Nishikori	R	178	JPN	27.0088980151	5	4905	6-2 2-6 6-3	3	F	109	7	2	77	52	41	12	13	5	7	4	0	69	49	36	9	12	2	5	MS001	3	0	
2017-339	Brisbane	Hard	28	A	20170101	299	105777	7		Grigor Dimitrov	R	191	BUL	25.6317590691	17	2035	105683	1		Milos Raonic	R	196	CAN	26.0150581793	3	5450	7-6(7) 6-2	3	SF	88	4	1	58	36	27	18	10	0	0	4	3	61	28	24	16	10	2	4	MS002	2	1	
2017-339	Brisbane	Hard	28	A	20170101	298	105453	3		Kei Nishikori	R	178	JPN	27.0088980151	5	4905	104527	2		Stan Wawrinka	R	183	SUI	31.7645448323	4	5315	7-6(3) 6-3	3	SF	102	1	1	77	56	37	14	11	4	5	9	2	61	37	27	10	10	0	2	MS003	2	1	
2017-339	Brisbane	Hard	28	A	20170101	297	105683	1		Milos Raonic	R	196	CAN	26.0150581793	3	5450	104745	5		Rafael Nadal	L	185	ESP	30.5817932923	9	3300	4-6 6-3 6-4	3	QF	141	23	3	97	62	50	16	15	6	7	4	0	84	61	39	14	14	2	4	MS004	3	0	
2017-339	Brisbane	Hard	28	A	20170101	296	104527	2		Stan Wawrinka	R	183	SUI	31.7645448323	4	5315	106378			Kyle Edmund	R	188	GBR	21.9822039699	45	1001	6-7(2) 6-4 6-4	3	QF	156	11	3	119	67	47	28	16	11	13	2	2	97	65	52	11	16	6	10	MS007	3	1	
2017-339	Brisbane	Hard	28	A	20170101	295	105453	3		Kei Nishikori	R	178	JPN	27.0088980151	5	4905	111442		WC	Jordan Thompson	R	183	AUS	22.7022587269	79	689	6-1 6-1	3	QF	62	3	0	34	19	18	10	7	0	0	1	2	47	28	15	5	7	3	8	MS006	2	0	
2017-339	Brisbane	Hard	28	A	20170101	294	105777	7		Grigor Dimitrov	R	191	BUL	25.6317590691	17	2035	106233	4		Dominic Thiem	R	185	AUT	23.3292265572	8	3415	6-3 4-6 6-3	3	QF	125	3	3	94	52	42	23	14	13	14	6	5	82	37	29	24	14	4	7	MS005	3	0	
2017-339	Brisbane	Hard	28	A	20170101	293	105683	1		Milos Raonic	R	196	CAN	26.0150581793	3	5450	106043			Diego Schwartzman	R	170	ARG	24.3778234086	52	864	6-3 6-2	3	R16	69	12	1	53	40	30	7	9	2	3	0	1	44	29	17	6	8	2	6	MS008	2	0	
2017-339	Brisbane	Hard	28	A	20170101	292	104527	2		Stan Wawrinka	R	183	SUI	31.7645448323	4	5315	104678			Viktor Troicki	R	193	SRB	30.8911704312	29	1385	7-6(5) 6-4	3	R16	90	7	2	64	41	33	15	11	0	1	5	7	71	46	39	8	11	3	5	MS015	2	1	
2017-339	Brisbane	Hard	28	A	20170101	291	105453	3		Kei Nishikori	R	178	JPN	27.0088980151	5	4905	111577		Q	Jared Donaldson	R	188	USA	20.2299794661	105	570	4-6 6-4 6-3	3	R16	143	3	3	107	66	47	18	15	4	8	6	4	95	54	32	20	14	8	13	MS013	3	0	
2017-339	Brisbane	Hard	28	A	20170101	290	106233	4		Dominic Thiem	R	185	AUT	23.3292265572	8	3415	105032		WC	Sam Groth	R	193	AUS	29.2046543463	180	320	7-6(5) 6-3	3	R16	89	11	1	65	44	36	15	11	4	4	11	1	58	35	34	9	10	3	4	MS010	2	1	
2017-339	Brisbane	Hard	28	A	20170101	289	104745	5		Rafael Nadal	L	185	ESP	30.5817932923	9	3300	104999			Mischa Zverev	L	191	GER	29.363449692	51	874	6-1 6-1	3	R16	55	1	2	38	18	15	15	7	2	2	2	2	38	25	13	3	7	3	8	MS009	2	0	
2017-339	Brisbane	Hard	28	A	20170101	288	106378			Kyle Edmund	R	188	GBR	21.9822039699	45	1001	106298	6		Lucas Pouille	R	185	FRA	22.855578371	15	2156	6-3 3-1 RET	3	R16	59	6	1	44	27	22	11	7	4	4	3	2	34	18	15	6	6	3	5	MS014	3	0	
2017-339	Brisbane	Hard	28	A	20170101	287	105777	7		Grigor Dimitrov	R	191	BUL	25.6317590691	17	2035	103917			Nicolas Mahut	R	191	FRA	34.945927447	39	1102	6-2 6-4	3	R16	65	8	0	46	27	25	12	9	3	3	4	3	52	37	27	4	9	0	3	MS011	2	0	
2017-339	Brisbane	Hard	28	A	20170101	286	111442		WC	Jordan Thompson	R	183	AUS	22.7022587269	79	689	103970	8		David Ferrer	R	175	ESP	34.7515400411	21	1785	4-6 7-5 7-5	3	R16	159	5	2	103	65	49	18	17	4	7	2	4	103	64	42	23	17	5	9	MS012	3	0	
2017-339	Brisbane	Hard	28	A	20170101	285	104745	5		Rafael Nadal	L	185	ESP	30.5817932923	9	3300	105238			Alexandr Dolgopolov	R	180	UKR	28.1505817933	62	760	6-3 6-3	3	R32	75	2	1	52	36	26	10	9	2	3	2	2	53	28	20	7	9	0	4	MS019	2	0	
2017-339	Brisbane	Hard	28	A	20170101	284	106298	6		Lucas Pouille	R	185	FRA	22.855578371	15	2156	104468			Gilles Simon	R	183	FRA	32.0136892539	25	1585	7-6(6) 7-6(4)	3	R32	126	7	2	102	52	37	24	12	8	12	1	4	76	42	29	16	12	0	4	MS028	2	2	
2017-339	Brisbane	Hard	28	A	20170101	283	105777	7		Grigor Dimitrov	R	191	BUL	25.6317590691	17	2035	105449			Steve Johnson	R	188	USA	27.022587269	33	1320	6-2 6-3	3	R32	75	3	0	48	25	23	12	9	0	1	2	3	57	36	21	7	8	4	8	MS023	2	0	
2017-339	Brisbane	Hard	28	A	20170101	282	103970	8		David Ferrer	R	175	ESP	34.7515400411	21	1785	106071			Bernard Tomic	R	196	AUS	24.1971252567	26	1465	6-3 7-5	3	R32	84	3	5	52	30	25	12	10	2	3	5	8	74	44	29	12	11	5	9	MS024	2	0	
2017-339	Brisbane	Hard	28	A	20170101	281	111577		Q	Jared Donaldson	R	188	USA	20.2299794661	105	570	104180			Gilles Muller	L	193	LUX	33.6509240246	34	1255	6-4 6-4	3	R32	75	12	2	55	33	27	13	10	0	1	10	2	58	37	27	7	10	2	5	MS026	2	0	
2017-339	Brisbane	Hard	28	A	20170101	280	106378			Kyle Edmund	R	188	GBR	21.9822039699	45	1001	124014		Q	Ernesto Escobedo	R	185	USA	20.4955509925	141	443	7-6(4) 7-6(6)	3	R32	130	11	2	83	48	37	19	12	2	3	11	3	113	67	39	27	12	9	10	MS029	2	2	
2017-339	Brisbane	Hard	28	A	20170101	279	105032		WC	Sam Groth	R	193	AUS	29.2046543463	180	320	105732			Pierre Hugues Herbert	R	188	FRA	25.7932922656	78	698	6-3 5-7 7-5	3	R32	130	20	5	106	59	45	28	17	8	10	9	5	87	48	33	24	16	4	7	MS021	3	0	
2017-339	Brisbane	Hard	28	A	20170101	278	103917			Nicolas Mahut	R	191	FRA	34.945927447	39	1102	103565			Stephane Robert	R	185	FRA	36.6269678303	54	854	4-6 6-3 6-4	3	R32	120	13	3	86	55	42	17	15	2	4	9	8	94	46	29	30	14	9	12	MS022	3	0	
2017-339	Brisbane	Hard	28	A	20170101	277	106043			Diego Schwartzman	R	170	ARG	24.3778234086	52	864	105023			Sam Querrey	R	198	USA	29.2375085558	31	1355	6-2 6-4	3	R32	58	2	0	47	29	21	11	9	0	2	3	7	50	25	15	9	9	4	9	MS017	2	0	
2017-339	Brisbane	Hard	28	A	20170101	276	111442		WC	Jordan Thompson	R	183	AUS	22.7022587269	79	689	111200		WC	Elias Ymer	R	183	SWE	20.7282683094	160	372	6-3 6-2	3	R32	91	1	0	46	28	26	6	8	1	2	1	6	74	43	23	13	9	10	15	MS025	2	0	
2017-339	Brisbane	Hard	28	A	20170101	275	104678			Viktor Troicki	R	193	SRB	30.8911704312	29	1385	106415		Q	Yoshihito Nishioka	L	170	JPN	21.2648870637	100	604	6-4 7-5	3	R32	92	11	5	64	45	35	6	11	1	3	0	1	82	53	33	13	11	6	10	MS030	2	0	
2017-339	Brisbane	Hard	28	A	20170101	274	104999			Mischa Zverev	L	191	GER	29.363449692	51	874	200282		Q	Alex De Minaur	R	180	AUS	17.8726899384	349	132	6-3 6-3	3	R32	68	3	3	57	42	30	9	9	2	2	2	4	46	26	14	12	9	0	3	MS018	2	0	
2017-375	Montpellier	Hard	28	A	20170206	300	100644	4 WC		Alexander Zverev	R	198	GER	19.8001368925	21	1735	104755	3		Richard Gasquet	R	185	FRA	30.6392881588	22	1725	7-6(4) 6-3	3	F	88	8	4	72	46	37	11	11	0	1	3	1	61	37	28	11	10	1	3	MS001	2	1	
2017-375	Montpellier	Hard	28	A	20170206	299	100644	4 WC		Alexander Zverev	R	198	GER	19.8001368925	21	1735	104542	2		Jo Wilfried Tsonga	R	188	FRA	31.8083504449	14	2685	6-7(6) 6-2 6-4	3	SF	140	6	6	106	52	39	33	15	3	4	7	6	97	51	39	21	15	2	6	MS003	3	1	
2017-375	Montpellier	Hard	28	A	20170206	298	104755	3		Richard Gasquet	R	185	FRA	30.6392881588	22	1725	105332			Benoit Paire	R	196	FRA	27.7508555784	43	1040	6-2 6-2	3	SF	69	3	2	59	41	29	9	8	3	4	5	2	47	19	12	8	8	2	7	MS002	2	0	
2017-375	Montpellier	Hard	28	A	20170206	297	104542	2		Jo Wilfried Tsonga	R	188	FRA	31.8083504449	14	2685	106421			Daniil Medvedev	R	198	RUS	20.9883641342	63	749	6-2 7-5	3	QF	67	7	0	48	27	26	14	10	0	0	1	3	58	36	23	12	10	1	4	MS007	2	0	
2017-375	Montpellier	Hard	28	A	20170206	296	104755	3		Richard Gasquet	R	185	FRA	30.6392881588	22	1725	104932		Q	Kenny De Schepper	L	203	FRA	29.6947296372	162	357	6-2 5-7 6-4	3	QF	137	3	1	90	55	37	19	15	2	5	16	8	110	73	51	11	15	17	22	MS005	3	0	
2017-375	Montpellier	Hard	28	A	20170206	295	100644	4 WC		Alexander Zverev	R	198	GER	19.8001368925	21	1735	104871			Jeremy Chardy	R	188	FRA	29.9849418207	68	705	6-4 4-6 6-2	3	QF	99	13	7	74	43	38	18	14	2	3	8	4	88	58	40	16	14	8	11	MS006	3	0	
