tourney_id	tourney_name	surface	draw_size	tourney_level	tourney_date	match_num	winner_id	winner_seed	winner_entry	winner_name	winner_hand	winner_ht	winner_ioc	winner_age	winner_rank	winner_rank_points	loser_id	loser_seed	loser_entry	loser_name	loser_hand	loser_ht	loser_ioc	loser_age	loser_rank	loser_rank_points	score	best_of	round	minutes	w_ace	w_df	w_svpt	w_1stIn	w_1stWon	w_2ndWon	w_SvGms	w_bpSaved	w_bpFaced	l_ace	l_df	l_svpt	l_1stIn	l_1stWon	l_2ndWon	l_SvGms	l_bpSaved	l_bpFaced	wid	lid	atp_match_num	no_sets	no_tiebreaks	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	246	105723			Andrey Kuznetsov	R	185	RUS	25	51	890	104527	4		Stan Wawrinka	R	183	SUI	30	4	6405	6-4 6-3	3	R64	80	7	4	62	31	26	17	9	8	10	5	2	69	37	24	14	10	7	8	MS055	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	253	106000			Damir Dzumhur	R	175	BIH	23	94	588	104745	5		Rafael Nadal	L	185	ESP	29	5	4990	2-6 6-4 3-0 RET	3	R64	110	4	5	77	51	36	10	10	10	4	2	2	60	36	22	14	11	0	13	MS048	4	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	245	105453	6		Kei Nishikori	R	178	JPN	26	6	4070	105732			Pierre-Hugues Herbert	R	188	FRA	25	107	549	6-2 7-6(4)	3	R64	90	0	4	62	35	29	15	10	0	4	9	5	69	35	22	18	10	1	1	MS056	2	1	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	NOSTATSFILE	104607	7		Tomas Berdych	R	196	CZE	30	7	3810	104330			Rajeev Ram	R	193	USA	32	61	789	W/O	3	R64																				NOSTATSFILE	1	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	254	103970	8		David Ferrer	R	175	ESP	33	8	3505	126203			Taylor Fritz	R	193	USA	18	81	666	7-6(6) 6-1	3	R64	108	5	0	71	42	33	13	10	4	16	6	5	93	53	34	14	9	13	5	MS047	2	1	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	242	104542	9		Jo-Wilfried Tsonga	R	188	FRA	30	9	3130	105053			Santiago Giraldo	R	188	COL	28	83	657	6-3 6-1	3	R64	67	4	1	44	22	18	16	8	3	5	4	0	46	14	11	11	8	1	3	MS059	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	265	104755	10		Richard Gasquet	R	185	FRA	29	10	2795	105077			Albert Ramos-Vinolas	L	188	ESP	28	50	903	6-4 6-4	3	R64	104	2	1	67	32	19	21	10	7	7	2	2	57	34	18	10	10	2	10	MS036	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	257	105227	11		Marin Cilic	R	198	CRO	27	11	2725	105583			Dusan Lajovic	R	183	SRB	25	70	733	6-4 6-1	3	R64	71	6	1	46	23	19	15	8	1	11	3	2	63	37	20	15	9	7	1	MS044	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	250	105683	12		Milos Raonic	R	196	CAN	25	12	2650	106045			Denis Kudla	R	180	USA	23	63	772	7-6(4) 6-4	3	R64	93	13	4	76	52	41	14	11	6	2	5	4	70	40	35	13	11	1	6	MS051	2	1	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	249	105065			Tim Smyczek	R	175	USA	28	132	435	104545	13		John Isner	R	208	USA	30	13	2585	6-2 2-6 7-6(5)	3	R64	121	11	1	82	57	43	15	14	4	9	25	9	102	65	50	15	14	7	6	MS052	3	1	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	266	106233	14		Dominic Thiem	R	185	AUT	22	14	2510	105032			Sam Groth	R	193	AUS	28	77	691	7-5 6-2	3	R64	77	3	3	55	37	28	13	10	0	12	8	3	62	28	17	18	10	9	0	MS035	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	258	105676	15		David Goffin	R	180	BEL	25	15	2290	104719			Marcel Granollers	R	191	ESP	29	73	714	6-4 6-4	3	R64	92	1	1	59	44	37	6	10	1	9	7	2	73	40	29	14	10	7	1	MS043	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	241	104792	16		Gael Monfils	R	193	FRA	29	16	2130	105147			Tatsuma Ito	R	180	JPN	27	120	485	6-3 6-2	3	R64	57	9	2	46	26	24	12	9	0	3	2	2	43	25	13	11	8	0	0	MS060	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	243	105138	17		Roberto Bautista Agut	R	183	ESP	27	18	1935	105379			Aljaz Bedene	R	183	GBR	26	57	827	7-5 2-2 RET	3	R64	95	9	1	67	33	19	16	8	10	7	4	5	57	32	19	13	8	4	14	MS058	3	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	256	104468	18		Gilles Simon	R	183	FRA	31	19	1810	104338			Juan Monaco	R	185	ARG	31	108	545	7-5 6-1	3	R64	88	3	5	54	24	23	17	10	2	7	2	0	56	45	29	3	9	3	3	MS045	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	259	104678	19		Viktor Troicki	R	193	SRB	30	21	1580	105438			Inigo Cervantes	R	183	ESP	26	56	829	6-7(6) 7-6(9) 7-6(3)	3	R64	173	10	4	133	86	67	25	18	6	2	14	6	125	59	49	35	18	0	8	MS042	3	3	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	264	105332	20		Benoit Paire	R	196	FRA	26	22	1571	104022			Mikhail Youzhny	R	183	RUS	33	72	715	6-3 6-4	3	R64	67	8	2	59	26	18	26	10	1	3	2	4	51	29	22	10	9	1	1	MS037	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	267	106415			Yoshihito Nishioka	L	170	JPN	20	124	472	103852	21		Feliciano Lopez	L	188	ESP	34	23	1540	6-4 6-4	3	R64	89	0	3	69	51	33	8	10	4	8	7	5	59	28	22	9	10	4	6	MS034	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	251	106058	22		Jack Sock	R	191	USA	23	24	1525	104660			Sergiy Stakhovsky	R	193	UKR	30	115	518	6-2 3-2 RET	3	R64	55	4	2	36	23	21	6	6	1	4	4	4	47	28	16	9	7	1	1	MS050	3	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	240	104655	23		Pablo Cuevas	R	180	URU	30	25	1475	105357			John Millman	R	183	AUS	26	69	736	7-5 6-4	3	R64	81	6	0	54	32	26	18	11	0	6	3	3	67	45	31	12	11	4	0	MS061	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	248	106401	24		Nick Kyrgios	R	193	AUS	20	26	1405	104571			Marcos Baghdatis	R	178	CYP	30	40	1026	6-2 6-1	3	R64	58	14	2	53	35	26	9	8	4	8	2	2	43	17	8	11	7	3	5	MS053	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	239	105777	26		Grigor Dimitrov	R	191	BUL	24	28	1385	105643			Federico Delbonis	L	191	ARG	25	48	920	7-6(8) 4-6 6-4	3	R64	160	6	7	116	62	48	33	16	3	4	4	4	104	63	50	24	16	3	4	MS062	3	1	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	244	105238	27		Alexandr Dolgopolov	R	180	UKR	27	29	1330	104312			Andreas Seppi	R	191	ITA	32	43	990	6-4 6-4	3	R64	84	10	4	74	40	30	13	10	5	9	1	3	62	27	14	16	10	4	8	MS057	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	260	104269			Fernando Verdasco	L	185	ESP	32	65	750	104871	28		Jeremy Chardy	R	188	FRA	29	31	1255	6-4 6-4	3	R64	72	9	4	50	32	29	10	10	3	7	2	9	57	29	23	13	10	4	4	MS041	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	247	105173			Adrian Mannarino	L	180	FRA	27	64	755	105023	29		Sam Querrey	R	198	USA	28	34	1210	6-7(5) 6-2 6-4	3	R64	122	9	2	99	56	37	26	15	6	8	11	10	96	57	42	9	15	2	9	MS054	3	1	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	252	105062			Mikhail Kukushkin	R	183	KAZ	28	90	617	105064	30		Thomaz Bellucci	L	188	BRA	28	35	1200	5-7 6-3 RET	3	R64	110	4	6	66	33	22	17	11	2	12	4	0	76	54	31	12	10	9	6	MS049	3	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	263	105449	31		Steve Johnson	R	188	USA	26	36	1190	100644			Alexander Zverev	R	198	GER	18	52	886	7-6(9) 7-6(3)	3	R64	125	3	3	77	39	34	27	12	0	4	14	2	95	56	39	25	12	4	0	MS038	2	2	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	255	106298			Lucas Pouille	R	185	FRA	22	88	622	104198	32		Guillermo Garcia-Lopez	R	185	ESP	32	37	1150	6-2 6-4	3	R64	74	7	2	53	28	24	14	9	0	9	3	5	70	33	21	18	9	6	0	MS046	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	268	105311	33		Joao Sousa	R	185	POR	26	38	1146	105577			Vasek Pospisil	R	193	CAN	25	45	975	6-7(1) 7-6(5) 6-2	3	R64	136	9	3	105	71	56	18	16	3	5	13	5	97	60	47	18	16	2	4	MS033	3	2	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	261	104547			Horacio Zeballos	L	188	ARG	30	112	540	105223			Juan Martin del Potro	R	198	ARG	27	366	125	6-4 6-4	3	R64	82	6	0	49	38	32	8	10	0	2	8	2	55	34	24	13	10	0	0	MS040	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	195	104571			Marcos Baghdatis	R	178	CYP	30	40	1026	103794			Benjamin Becker	R	178	GER	34	100	570	6-3 6-4	3	R128	87	6	4	62	28	22	19	10	3	6	2	1	59	31	21	13	9	3	4	MS106	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	184	105379			Aljaz Bedene	R	183	GBR	26	57	827	106148			Roberto Carballes Baena	R	180	ESP	22	114	519	4-6 6-2 6-3	3	R128	121	7	7	84	43	33	20	14	3	14	1	6	89	49	29	18	13	8	7	MS117	3	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	216	105438			Inigo Cervantes	R	183	ESP	26	56	829	126094			Andrey Rublev	R	188	RUS	18	154	383	6-4 6-2	3	R128	61	8	2	48	23	22	13	9	1	5	1	3	50	26	19	8	9	1	2	MS085	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	220	105223			Juan Martin del Potro	R	198	ARG	27	366	125	105550			Guido Pella	L	185	ARG	25	39	1048	6-0 7-6(4)	3	R128	88	6	3	54	39	34	8	9	2	9	4	6	66	44	25	13	9	6	2	MS081	2	1	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	176	105643			Federico Delbonis	L	191	ARG	25	48	920	111200			Elias Ymer	R	183	SWE	19	142	405	6-1 4-6 6-3	3	R128	140	3	7	68	36	27	15	13	3	11	2	6	78	40	26	12	13	4	7	MS125	3	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	204	106000			Damir Dzumhur	R	175	BIH	23	94	588	104919			Leonardo Mayer	R	191	ARG	28	41	1010	4-6 6-3 6-4	3	R128	111	2	1	82	56	40	20	15	2	3	8	2	83	54	36	21	14	1	3	MS097	3	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	236	106378			Kyle Edmund	R	188	GBR	21	87	623	106210			Jiri Vesely	L	198	CZE	22	55	840	6-4 5-7 7-6(6)	3	R128	150	7	2	107	64	48	26	17	7	7	8	6	108	72	51	19	17	5	9	MS065	3	1	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	207	126203			Taylor Fritz	R	193	USA	18	81	666	104620			Simone Bolelli	R	183	ITA	30	79	682	6-4 6-2	3	R128	70	7	1	48	26	20	17	9	0	9	1	3	57	33	24	10	9	6	0	MS094	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	183	105053			Santiago Giraldo	R	188	COL	28	83	657	103908			Paul-Henri Mathieu	R	185	FRA	34	62	774	6-2 2-6 6-3	3	R128	116	4	6	69	37	29	13	12	1	13	3	5	84	46	32	14	13	8	4	MS118	3	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	215	104719			Marcel Granollers	R	191	ESP	29	73	714	106216			Bjorn Fratangelo	R	183	USA	22	134	430	6-3 7-5	3	R128	93	6	3	61	41	34	9	11	2	6	3	3	71	39	25	16	10	3	3	MS086	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	231	105032			Sam Groth	R	193	AUS	28	77	691	103607			Victor Estrella Burgos	R	173	DOM	35	66	745	6-3 6-2	3	R128	64	10	4	53	29	28	9	9	0	3	2	3	51	34	20	8	8	0	0	MS070	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	188	105732			Pierre-Hugues Herbert	R	188	FRA	25	107	549	104586			Lukas Rosol	R	196	CZE	30	58	817	7-5 6-4	3	R128	62	14	1	52	40	34	8	11	0	6	3	2	64	39	25	15	11	3	1	MS113	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	175	104797			Denis Istomin	R	188	UZB	29	76	702	106432			Borna Coric	R	185	CRO	19	46	925	4-6 7-5 7-5	3	R128	166	4	3	105	57	35	27	17	4	10	4	4	105	71	44	17	17	4	9	MS126	3	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	180	105147			Tatsuma Ito	R	180	JPN	27	120	485	103917			Nicolas Mahut	R	191	FRA	34	42	997	7-6(3) 6-2	3	R128	88	1	2	58	27	19	20	10	0	4	6	5	62	29	17	14	10	0	2	MS121	2	1	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	199	106045			Denis Kudla	R	180	USA	23	63	772	111202			Hyeon Chung	R	185	KOR	19	67	741	6-3 3-6 6-1	3	R128	96	14	3	65	37	31	12	12	0	8	3	4	73	41	30	11	13	3	2	MS102	3	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	203	105062			Mikhail Kukushkin	R	183	KAZ	28	90	617	104548			Brian Baker	R	191	USA				6-4 6-2	3	R128	85	3	0	59	43	29	8	9	3	12	2	4	65	41	24	6	9	7	5	MS098	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	191	105723			Andrey Kuznetsov	R	185	RUS	25	51	890	104297			Rogerio Dutra Silva	R	178	BRA	32	105	558	6-2 6-3	3	R128	68	7	1	48	24	21	15	8	4	11	2	8	64	27	21	12	9	7	4	MS110	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	212	105583			Dusan Lajovic	R	183	SRB	25	70	733	106261			Dennis Novikov	R	193	USA	22	153	388	6-1 7-6(5)	3	R128	83	4	2	78	51	35	14	10	2	8	5	3	68	35	25	12	9	5	3	MS089	2	1	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	192	105173			Adrian Mannarino	L	180	FRA	27	64	755	105011			Illya Marchenko	R	185	UKR	28	68	738	2-6 6-2 6-3	3	R128	107	6	1	60	30	23	20	13	0	6	3	3	78	41	29	17	12	2	3	MS109	3	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	179	105357			John Millman	R	183	AUS	26	69	736	105807			Pablo Carreno Busta	R	188	ESP	24	53	879	6-3 6-2	3	R128	81	2	1	54	33	22	12	9	2	11	2	0	61	32	15	13	8	6	4	MS122	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	211	104338			Juan Monaco	R	185	ARG	31	108	545	104471			Ivan Dodig	R	183	CRO	31	75	704	3-6 6-3 5-0 RET	3	R128	98	3	0	58	44	29	9	11	1	13	1	9	76	35	21	21	12	8	3	MS090	4	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	232	106415			Yoshihito Nishioka	L	170	JPN	20	124	472	111577			Jared Donaldson	R	188	USA	19	152	388	6-3 6-4	3	R128	65	1	0	51	25	23	18	10	0	6	3	0	46	28	19	14	9	4	0	MS069	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	235	105577			Vasek Pospisil	R	193	CAN	25	45	975	106043			Diego Schwartzman	R	170	ARG	23	85	639	2-6 6-3 7-6(4)	3	R128	156	9	10	105	53	40	25	15	5	6	0	7	93	46	35	26	14	4	8	MS066	3	1	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	208	106298			Lucas Pouille	R	185	FRA	22	88	622	104559			Teymuraz Gabashvili	R	188	RUS	30	49	918	7-5 6-3	3	R128	78	8	1	57	27	22	19	11	4	8	2	3	62	40	27	7	10	4	6	MS093	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	223	104330			Rajeev Ram	R	193	USA	32	61	789	105539			Evgeny Donskoy	R	185	RUS	25	82	663	7-5 7-6(7)	3	R128	103	6	5	81	61	43	10	12	5	7	4	5	78	32	23	27	12	4	7	MS078	2	1	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	228	105077			Albert Ramos-Vinolas	L	188	ESP	28	50	903	105292			Alejandro Gonzalez	R	191	COL	27	150	391	5-7 6-2 7-6(3)	3	R128	162	5	2	99	55	41	21	16	1	12	2	3	110	62	35	27	16	7	5	MS073	3	1	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	187	104312			Andreas Seppi	R	191	ITA	32	43	990	105385			Donald Young	L	183	USA	26	80	672	6-3 6-1	3	R128	63	4	3	48	25	20	14	8	1	7	1	4	52	22	12	15	8	3	1	MS114	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	196	105065			Tim Smyczek	R	175	USA	28	132	435	126205			Tommy Paul	R	185	USA	18	215	239	6-4 5-7 7-5	3	R128	140	6	10	119	56	42	30	17	9	10	5	6	100	46	35	25	17	5	13	MS105	3	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	200	104660			Sergiy Stakhovsky	R	193	UKR	30	115	518	111797			Nicolas Jarry	R	198	CHI	20	472	81	7-6(7) 7-5	3	R128	90	6	6	69	39	36	17	12	3	5	7	3	78	48	37	16	12	3	4	MS101	2	1	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	219	104269			Fernando Verdasco	L	185	ESP	32	65	750	104180			Gilles Muller	L	193	LUX	32	44	985	7-6(2) 6-3	3	R128	89	6	5	71	44	34	20	10	5	3	11	2	67	36	25	19	11	1	5	MS082	2	1	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	227	104022			Mikhail Youzhny	R	183	RUS	33	72	715	105208			Ernests Gulbis	R	191	LAT	27	78	686	6-4 6-2	3	R128	84	1	3	61	37	26	13	9	7	12	6	10	64	26	21	10	9	7	9	MS074	2	0	
2016-403	ATP World Tour Masters 1000 Miami	Hard	96	M	20160323	224	100644			Alexander Zverev	R	198	GER	18	52	886	111581			Michael Mmoh	R	185	USA	18	370	124	7-6(3) 7-6(4)	3	R128	114	9	5	80	53	40	16	12	2	5	5	8	84	49	40	13	12	3	4	MS077	2	2	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	300	104925	1		Novak Djokovic	R	188	SRB	28	1	16540	105683	12		Milos Raonic	R	196	CAN	25	14	2410	6-2 6-0	3	F	78	2	1	41	28	22	8	7	0	11	4	2	60	30	23	3	7	6	0	MS001	2	0	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	299	104925	1		Novak Djokovic	R	188	SRB	28	1	16540	104745	4		Rafael Nadal	L	185	ESP	29	5	4810	7-6(5) 6-2	3	SF	119	2	3	60	42	30	11	10	1	12	2	0	93	74	40	11	10	9	2	MS002	2	1	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	298	105683	12		Milos Raonic	R	196	CAN	25	14	2410	105676	15		David Goffin	R	180	BEL	25	18	1930	6-3 3-6 6-3	3	SF	120	11	5	84	56	46	9	14	1	3	3	5	79	47	33	13	13	0	3	MS003	3	0	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	297	104925	1		Novak Djokovic	R	188	SRB	28	1	16540	104542	7		Jo-Wilfried Tsonga	R	188	FRA	30	9	2950	7-6(2) 7-6(2)	3	QF	126	3	4	79	48	38	16	12	0	8	4	7	91	43	33	19	12	6	2	MS004	2	2	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	296	104745	4		Rafael Nadal	L	185	ESP	29	5	4810	105453	5		Kei Nishikori	R	178	JPN	26	6	3980	6-4 6-3	3	QF	93	2	1	70	62	39	4	10	6	7	3	1	54	27	19	10	9	3	8	MS005	2	0	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	295	105676	15		David Goffin	R	180	BEL	25	18	1930	105227	10		Marin Cilic	R	198	CRO	27	12	2555	7-6(4) 6-2	3	QF	98	7	5	83	52	39	14	10	11	6	10	1	70	39	24	16	10	3	12	MS006	2	1	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	294	105683	12		Milos Raonic	R	196	CAN	25	14	2410	104792	13		Gael Monfils	R	193	FRA	29	16	1950	7-5 6-3	3	QF	90	7	0	58	40	31	11	11	1	13	1	5	82	50	33	14	10	10	2	MS007	2	0	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	293	104925	1		Novak Djokovic	R	188	SRB	28	1	16540	103852	18		Feliciano Lopez	L	188	ESP	34	21	1630	6-3 6-3	3	R16	66	3	1	48	29	23	13	9	0	6	5	0	55	28	22	12	9	3	0	MS008	2	0	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	288	105676	15		David Goffin	R	180	BEL	25	18	1930	104527	3		Stan Wawrinka	R	183	SUI	30	4	6325	6-3 5-7 7-6(5)	3	R16	146	2	5	109	71	43	19	16	9	11	6	5	107	60	40	20	17	4	15	MS013	3	1	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	291	104745	4		Rafael Nadal	L	185	ESP	29	5	4810	100644			Alexander Zverev	R	198	GER	18	58	821	6-7(8) 6-0 7-5	3	R16	154	2	2	96	69	48	14	15	4	10	9	11	97	54	37	15	15	3	7	MS010	3	1	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	290	105453	5		Kei Nishikori	R	178	JPN	26	6	3980	104545	9		John Isner	R	208	USA	30	11	2585	1-6 7-6(2) 7-6(5)	3	R16	131	1	1	95	62	50	18	15	2	0	23	2	95	60	51	21	16	0	4	MS011	3	2	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	287	105683	12		Milos Raonic	R	196	CAN	25	14	2410	104607	6		Tomas Berdych	R	196	CZE	30	7	3900	6-4 7-6(7)	3	R16	110	8	5	76	47	37	16	11	2	3	2	4	73	42	33	16	11	2	2	MS014	2	1	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	292	104542	7		Jo-Wilfried Tsonga	R	188	FRA	30	9	2950	106233	11		Dominic Thiem	R	185	AUT	22	13	2430	6-3 6-2	3	R16	67	12	4	52	26	23	16	9	0	7	1	4	50	31	19	8	8	4	0	MS009	2	0	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	289	105227	10		Marin Cilic	R	198	CRO	27	12	2555	104755	8		Richard Gasquet	R	185	FRA	29	10	2715	7-5 5-7 6-2	3	R16	136	15	5	94	43	33	27	16	6	9	6	0	89	58	41	14	16	4	9	MS012	3	0	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	286	104792	13		Gael Monfils	R	193	FRA	29	16	1950	105643			Federico Delbonis	L	191	ARG	25	53	855	6-3 6-4	3	R16	78	5	1	51	35	26	12	10	2	7	0	4	73	41	22	18	9	4	3	MS015	2	0	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	285	104925	1		Novak Djokovic	R	188	SRB	28	1	16540	104259	27		Philipp Kohlschreiber	R	178	GER	32	30	1330	7-5 7-5	3	R32	99	1	1	81	50	35	17	12	2	6	3	3	67	46	31	8	12	2	4	MS016	2	0	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	270	105643			Federico Delbonis	L	191	ARG	25	53	855	104918	2		Andy Murray	R	191	GBR	28	2	8685	6-4 4-6 7-6(3)	3	R32	166	5	3	95	58	41	21	16	3	9	0	3	109	71	48	18	16	5	7	MS031	3	1	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	274	104527	3		Stan Wawrinka	R	183	SUI	30	4	6325	105723			Andrey Kuznetsov	R	185	RUS	25	55	853	6-4 7-6(5)	3	R32	81	3	2	75	38	27	25	11	3	5	4	2	62	34	25	17	11	3	4	MS027	2	1	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	281	104745	4		Rafael Nadal	L	185	ESP	29	5	4810	104269			Fernando Verdasco	L	185	ESP	32	65	750	6-0 7-6(9)	3	R32	101	2	5	66	45	32	10	9	2	8	6	8	71	41	26	8	9	3	4	MS020	2	1	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	278	105453	5		Kei Nishikori	R	178	JPN	26	6	3980	105449	30		Steve Johnson	R	188	USA	26	35	1190	7-6(6) 7-6(5)	3	R32	117	3	4	86	44	33	24	12	1	9	8	3	88	56	42	15	12	7	3	MS023	2	2	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	273	104607	6		Tomas Berdych	R	196	CZE	30	7	3900	106432			Borna Coric	R	185	CRO	19	47	921	6-1 7-6(3)	3	R32	91	3	4	61	34	24	13	10	4	9	3	3	66	39	18	9	9	3	8	MS028	2	1	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	282	104542	7		Jo-Wilfried Tsonga	R	188	FRA	30	9	2950	105023	31		Sam Querrey	R	198	USA	28	36	1175	6-3 6-4	3	R32	74	6	2	59	30	26	17	10	0	5	5	3	63	39	24	14	9	3	0	MS019	2	0	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	277	104755	8		Richard Gasquet	R	185	FRA	29	10	2715	105238	26		Alexandr Dolgopolov	R	180	UKR	27	29	1330	2-6 6-2 6-1	3	R32	95	3	7	75	39	32	13	12	6	10	4	4	63	30	22	12	11	5	9	MS024	3	0	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	279	104545	9		John Isner	R	208	USA	30	11	2585	105173			Adrian Mannarino	L	180	FRA	27	60	800	6-4 7-6(4)	3	R32	89	15	1	53	34	34	15	11	0	9	1	5	81	51	39	14	11	8	0	MS022	2	1	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	276	105227	10		Marin Cilic	R	198	CRO	27	12	2555	104919			Leonardo Mayer	R	191	ARG	28	46	965	6-4 6-3	3	R32	86	6	2	65	35	29	16	10	2	5	4	2	57	38	27	9	9	3	2	MS025	2	0	
2016-404	ATP World Tour Masters 1000 Indian Wells	Hard	96	M	20160310	283	106233	11		Dominic Thiem	R	185	AUT	22	13	2430	106058	21		Jack Sock	R	191	USA	23	24	1570	7-5 6-7(5) 6-1	3	R32	134	7	3	90	54	39	19	15	4	14	1	8	105	59	35	20	16	7	7	MS018	3	1	
