tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2016-520,Roland Garros,Clay,128,G,20160522,MS075,103852,21,,Feliciano Lopez,L,188,ESP,34,23,1550,105341,,,Thomas Fabbiano,R,173,ITA,,,,64 64 36 62,5,R128,144,16,3,114,62,49,29,18,9,10,5,2,125,80,52,25,19,5,11
2016-520,Roland Garros,Clay,128,G,20160522,MS076,104655,25,,Pablo Cuevas,R,180,URU,30,27,1450,104735,,,Tobias Kamke,R,178,GER,,,,36 62 63 76(4),5,R128,153,11,0,114,73,56,23,19,5,9,2,3,128,83,58,18,19,4,8
2016-520,Roland Garros,Clay,128,G,20160522,MS077,111460,,WC,Quentin Halys,R,191,FRA,,,,111202,,,Hyeon Chung,R,185,KOR,,,,61 64 64,5,R128,96,8,2,89,64,49,14,14,7,11,0,1,92,69,43,7,13,6,8
2016-520,Roland Garros,Clay,128,G,20160522,MS078,104291,,,Malek Jaziri,R,185,TUN,32,70,751,104252,,,Florian Mayer,R,191,GER,,,,64 36 61 62,5,R128,131,1,5,117,56,38,34,17,8,15,4,5,102,55,39,16,17,8,11
2016-520,Roland Garros,Clay,128,G,20160522,MS079,104607,7,,Tomas Berdych,R,196,CZE,30,8,2850,105577,,,Vasek Pospisil,R,193,CAN,25,47,955,63 62 61,5,R128,98,6,1,70,39,28,18,12,4,13,6,4,79,47,23,12,12,5,6
2016-520,Roland Garros,Clay,128,G,20160522,MS080,104745,4,,Rafael Nadal,L,185,ESP,29,5,5675,105032,,,Sam Groth,R,193,AUS,28,95,597,61 61 61,5,R128,80,1,0,45,38,34,6,10,0,14,10,9,80,46,26,7,11,6,0
2016-520,Roland Garros,Clay,128,G,20160522,MS081,105487,,,Facundo Bagnis,L,183,ARG,26,99,590,104932,,,Kenny De Schepper,L,203,FRA,,,,60 62 76(2),5,R128,121,3,6,91,58,46,17,13,5,18,7,2,104,81,47,8,13,13,5
2016-520,Roland Garros,Clay,128,G,20160522,MS082,103917,,,Nicolas Mahut,R,191,FRA,34,45,976,105575,,,Ricardas Berankis,R,175,LTU,25,52,885,76(4) 62 61,5,R128,110,2,4,94,54,42,21,14,5,7,3,2,76,41,26,17,13,2,6
2016-520,Roland Garros,Clay,128,G,20160522,MS083,104719,,,Marcel Granollers,R,191,ESP,30,58,842,104926,32,,Fabio Fognini,R,178,ITA,28,34,1205,75 64 63,5,R128,120,4,1,82,44,34,24,15,0,13,1,2,96,52,35,20,16,7,2
2016-520,Roland Garros,Clay,128,G,20160522,MS084,103565,,WC,Stephane Robert,R,185,FRA,35,89,628,104731,18,,Kevin Anderson,R,203,RSA,29,20,1795,64 62 16 75,5,R128,142,9,7,108,47,42,30,18,1,12,18,9,121,75,55,22,19,8,3
2016-520,Roland Garros,Clay,128,G,20160522,MS085,100644,,,Alexander Zverev,R,198,GER,19,48,930,105732,,,Pierre-Hugues Herbert,R,188,FRA,25,83,695,57 62 76(6) 75,5,R128,188,8,6,142,91,66,30,22,5,12,7,5,148,76,57,35,22,8,7
2016-520,Roland Garros,Clay,128,G,20160522,MS086,104198,,,Guillermo Garcia-Lopez,R,185,ESP,32,55,865,105217,,,Thiemo de Bakker,R,193,NED,,,,64 64 57 76(3),5,R128,162,9,7,129,72,51,35,22,3,6,10,1,135,76,54,33,22,1,7
2016-520,Roland Garros,Clay,128,G,20160522,MS087,106233,13,,Dominic Thiem,R,185,AUT,22,15,2430,105438,,,Inigo Cervantes,R,183,ESP,26,61,783,36 62 75 61,5,R128,158,5,1,98,50,43,26,18,6,17,6,4,118,69,44,19,18,10,9
2016-520,Roland Garros,Clay,128,G,20160522,MS088,105676,12,,David Goffin,R,180,BEL,25,13,2570,106296,,,Gregoire Barrere,R,183,FRA,,,,63 63 64,5,R128,98,3,0,81,50,36,21,14,5,11,6,2,87,60,32,15,14,5,7
2016-520,Roland Garros,Clay,128,G,20160522,MS089,104122,,Q,Carlos Berlocq,R,183,ARG,,,,103893,,,Paolo Lorenzi,R,183,ITA,34,50,895,63 60 62,5,R128,111,2,2,77,52,36,14,12,4,15,0,1,71,43,22,9,11,7,6
2016-520,Roland Garros,Clay,128,G,20160522,MS090,106210,,,Jiri Vesely,L,198,CZE,22,59,815,104330,,,Rajeev Ram,R,193,USA,32,73,732,64 64 67(5) 60,5,R128,146,10,2,100,71,58,23,19,0,9,6,1,121,85,59,17,19,4,0
2016-520,Roland Garros,Clay,128,G,20160522,MS091,104597,,,Nicolas Almagro,R,183,ESP,30,49,899,104259,24,,Philipp Kohlschreiber,R,178,GER,32,26,1485,57 62 62 64,5,R128,157,19,4,117,67,57,24,19,7,10,5,3,117,61,40,29,19,4,9
2016-520,Roland Garros,Clay,128,G,20160522,MS092,105311,26,,Joao Sousa,R,185,POR,27,28,1335,106000,,,Damir Dzumhur,R,175,BIH,23,71,747,26 76(8) 64 75,5,R128,180,2,1,138,93,63,25,21,0,18,4,1,154,112,68,26,21,13,5
2016-520,Roland Garros,Clay,128,G,20160522,MS093,105208,,,Ernests Gulbis,R,191,LAT,27,76,726,104312,,,Andreas Seppi,R,191,ITA,32,41,1050,63 75 64,5,R128,128,16,6,102,55,44,27,16,6,8,4,1,89,54,39,20,15,5,6
2016-520,Roland Garros,Clay,128,G,20160522,MS094,104571,,,Marcos Baghdatis,R,178,CYP,30,38,1067,104180,,,Gilles Muller,L,193,LUX,33,42,1020,75 64 61,5,R128,117,7,1,80,52,36,15,14,4,23,10,12,111,65,41,16,15,15,7
2016-520,Roland Garros,Clay,128,G,20160522,MS095,104542,6,,Jo-Wilfried Tsonga,R,188,FRA,31,7,3355,105526,,,Jan-Lennard Struff,R,196,GER,,,,63 64 64,5,R128,121,8,3,96,61,45,21,15,4,8,2,4,89,60,39,13,14,4,5
2016-520,Roland Garros,Clay,128,G,20160522,MS096,105683,8,,Milos Raonic,R,196,CAN,25,9,2785,104386,,,Janko Tipsarevic,R,175,SRB,,,,63 62 76(5),5,R128,129,10,5,79,44,41,22,15,0,15,4,2,102,49,35,25,14,11,1
2016-520,Roland Garros,Clay,128,G,20160522,MS097,105173,,,Adrian Mannarino,L,180,FRA,27,63,780,105062,,,Mikhail Kukushkin,R,183,KAZ,28,81,699,64 26 62 64,5,R128,159,12,2,113,63,43,23,18,2,17,3,1,123,74,43,24,18,10,7
2016-520,Roland Garros,Clay,128,G,20160522,MS098,105413,,LL,Andrej Martin,R,180,SVK,,,,103926,,,Daniel Munoz de la Nava,L,178,ESP,,,,62 63 46 64,5,R128,156,7,3,104,72,58,18,18,6,19,1,2,127,81,44,30,19,14,7
2016-520,Roland Garros,Clay,128,G,20160522,MS099,106298,29,,Lucas Pouille,R,185,FRA,22,31,1266,103898,,,Julien Benneteau,R,185,FRA,,,,63 46 64 76(4),5,R128,186,12,6,160,87,63,33,21,15,11,8,2,132,82,55,22,20,5,20
2016-520,Roland Garros,Clay,128,G,20160522,MS100,106058,23,,Jack Sock,R,191,USA,23,25,1505,104898,,,Robin Haase,R,191,NED,29,86,685,63 75 36 67(3) 62,5,R128,195,8,8,160,92,69,39,25,9,19,11,5,168,114,76,30,25,14,11
2016-520,Roland Garros,Clay,128,G,20160522,MS101,104460,,Q,Dustin Brown,R,196,GER,,,,104534,,,Dudi Sela,R,175,ISR,31,62,781,67(5) 64 76(5) 46 64,5,R128,213,4,3,190,130,85,29,27,16,14,4,4,191,106,67,43,27,5,24
2016-520,Roland Garros,Clay,128,G,20160522,MS102,105077,,,Albert Ramos-Vinolas,L,188,ESP,28,53,878,104547,,,Horacio Zeballos,L,188,ARG,31,93,603,63 46 75 60,5,R128,185,8,0,117,75,53,26,18,8,17,8,5,133,83,51,22,19,10,10
2016-520,Roland Garros,Clay,128,G,20160522,MS103,105477,,Q,Marco Trungelliti,R,178,ARG,,,,105227,10,,Marin Cilic,R,198,CRO,27,11,2715,76(4) 36 64 62,5,R128,170,4,5,134,87,56,25,20,7,9,13,2,110,62,47,22,19,3,12
2016-520,Roland Garros,Clay,128,G,20160522,MS104,104468,16,,Gilles Simon,R,183,FRA,31,18,1945,104297,,,Rogerio Dutra Silva,R,178,BRA,32,85,686,76(5) 64 62,5,R128,159,4,4,114,56,33,31,15,7,13,0,5,99,57,31,18,15,5,12
2016-520,Roland Garros,Clay,128,G,20160522,MS105,105550,,,Guido Pella,L,185,ARG,25,54,869,106043,,,Diego Schwartzman,R,170,ARG,23,65,769,62 36 62 63,5,R128,142,5,1,100,72,54,14,17,6,15,1,2,106,72,41,15,17,8,9
2016-520,Roland Garros,Clay,128,G,20160522,MS106,105583,,,Dusan Lajovic,R,183,SRB,25,75,730,106045,,,Denis Kudla,R,180,USA,23,57,855,64 63 63,5,R128,101,1,1,86,61,43,17,14,4,11,4,3,78,46,29,16,14,6,5
2016-520,Roland Garros,Clay,128,G,20160522,MS107,104678,22,,Viktor Troicki,R,193,SRB,30,24,1535,105777,,,Grigor Dimitrov,R,191,BUL,25,36,1150,26 63 57 75 63,5,R128,225,7,2,177,119,74,30,25,11,12,7,10,161,99,67,27,25,5,17
2016-520,Roland Garros,Clay,128,G,20160522,MS108,104871,30,,Jeremy Chardy,R,188,FRA,29,32,1265,104919,,,Leonardo Mayer,R,191,ARG,29,51,885,64 36 64 62,5,R128,160,8,9,111,63,54,21,18,7,12,9,3,121,82,57,18,19,7,9
2016-520,Roland Garros,Clay,128,G,20160522,MS109,106361,,LL,Adam Pavlasek,R,185,CZE,,,,106148,,,Roberto Carballes Baena,R,180,ESP,,,,62 46 63 16 61,5,R128,189,7,2,155,102,66,26,21,13,17,0,2,135,95,54,20,20,9,19
2016-520,Roland Garros,Clay,128,G,20160522,MS110,106121,,,Taro Daniel,R,191,JPN,23,91,614,105373,,,Martin Klizan,L,191,SVK,26,46,960,36 46 75 64 30 (RET),5,R128,189,7,2,136,86,58,22,22,10,11,10,6,135,81,52,22,22,3,17
2016-520,Roland Garros,Clay,128,G,20160522,MS111,104527,3,,Stan Wawrinka,R,183,SUI,31,4,6110,104586,,,Lukas Rosol,R,196,CZE,30,68,757,46 61 36 63 64,5,R128,191,9,4,142,90,70,28,23,8,16,9,1,171,106,64,38,22,12,10
2016-520,Roland Garros,Clay,128,G,20160522,MS112,105453,5,,Kei Nishikori,R,178,JPN,26,6,4470,104620,,,Simone Bolelli,R,183,ITA,,,,61 75 63,5,R128,120,4,3,86,45,36,24,14,3,9,1,2,90,55,35,13,14,3,4
2016-520,Roland Garros,Clay,128,G,20160522,MS113,105723,,,Andrey Kuznetsov,R,185,RUS,25,40,1050,103794,,,Benjamin Becker,R,178,GER,34,94,600,62 62 64,5,R128,80,7,3,71,39,32,22,13,1,8,7,3,77,54,29,10,13,2,2
2016-520,Roland Garros,Clay,128,G,20160522,MS114,104471,,,Ivan Dodig,R,183,CRO,31,79,708,104022,,,Mikhail Youzhny,R,183,RUS,33,77,718,64 57 75 26 63,5,R128,256,13,6,179,110,76,31,25,12,15,4,8,172,103,66,38,26,8,18
2016-520,Roland Garros,Clay,128,G,20160522,MS115,104269,,,Fernando Verdasco,L,185,ESP,32,56,855,105449,33,,Steve Johnson,R,188,USA,26,35,1190,75 64 75,5,R128,140,5,3,101,74,51,20,17,6,13,5,5,116,76,51,19,17,9,7
2016-520,Roland Garros,Clay,128,G,20160522,MS116,106401,17,,Nick Kyrgios,R,193,AUS,21,19,1875,106065,,,Marco Cecchinato,R,185,ITA,,,,76(6) 76(6) 64,5,R128,142,16,2,100,64,52,27,17,1,13,5,2,134,79,54,31,17,12,1
2016-520,Roland Garros,Clay,128,G,20160522,MS117,104997,,LL,Igor Sijsling,R,191,NED,,,,104494,,,Adrian Ungur,R,178,ROU,,,,61 62 76(5),5,R128,102,3,8,97,59,41,19,14,2,15,2,4,99,60,33,15,13,8,5
2016-520,Roland Garros,Clay,128,G,20160522,MS118,106216,,WC,Bjorn Fratangelo,R,183,USA,,,,105023,,,Sam Querrey,R,198,USA,28,37,1135,63 61 67(3) 63,5,R128,124,3,3,119,68,47,35,19,9,14,11,3,106,67,52,13,18,8,10
2016-520,Roland Garros,Clay,128,G,20160522,MS119,104755,9,,Richard Gasquet,R,185,FRA,29,10,2725,105064,,,Thomaz Bellucci,L,188,BRA,28,39,1055,61 63 64,5,R128,128,3,0,88,59,41,13,13,7,16,1,4,88,52,27,16,13,9,9
2016-520,Roland Garros,Clay,128,G,20160522,MS120,104545,15,,John Isner,R,208,USA,31,17,2010,105357,,,John Millman,R,183,AUS,26,60,796,67(4) 76(12) 76(7) 75,5,R128,200,40,5,158,115,94,22,24,3,10,5,2,173,125,78,37,24,6,6
2016-520,Roland Garros,Clay,128,G,20160522,MS121,106378,,,Kyle Edmund,R,188,GBR,21,84,689,105932,,,Nikoloz Basilashvili,R,185,GEO,,,,76(4) 67(7) 75 61,5,R128,167,16,5,132,82,70,27,22,3,11,4,7,144,91,62,27,21,7,4
2016-520,Roland Garros,Clay,128,G,20160522,MS122,104559,,,Teymuraz Gabashvili,R,188,RUS,30,80,706,105385,,,Donald Young,L,183,USA,26,82,695,76(1) 62 63,5,R128,114,8,6,90,43,34,23,15,4,16,2,6,99,56,34,16,14,9,8
2016-520,Roland Garros,Clay,128,G,20160522,MS123,105332,19,,Benoit Paire,R,196,FRA,27,21,1641,105430,,,Radu Albot,R,175,MDA,,,,62 46 64 16 64,5,R128,179,9,10,147,60,39,41,22,7,19,2,6,140,87,48,26,23,9,16
2016-520,Roland Garros,Clay,128,G,20160522,MS124,103333,27,,Ivo Karlovic,R,211,CRO,37,29,1280,103656,,,Albert Montanes,R,175,ESP,35,97,592,62 76(7) 76(5),5,R128,108,31,3,93,60,59,19,16,1,6,3,3,104,77,56,15,16,3,2
2016-520,Roland Garros,Clay,128,G,20160522,MS125,111442,,WC,Jordan Thompson,R,183,AUS,22,92,608,111513,,,Laslo Djere,R,185,SRB,,,,63 64 75,5,R128,128,6,1,90,61,44,21,16,2,7,1,4,92,56,35,21,15,3,3
2016-520,Roland Garros,Clay,128,G,20160522,MS126,106288,,WC,Mathias Bourgue,R,188,FRA,,,,105515,,,Jordi Samper-Montana,L,,ESP,,,,75 76(5) 76(6),5,R128,206,4,4,120,73,49,19,18,3,17,2,0,146,98,55,24,18,10,9
2016-520,Roland Garros,Clay,128,G,20160522,MS127,104918,2,,Andy Murray,R,191,GBR,29,2,8435,103285,,,Radek Stepanek,R,185,CZE,,,,36 36 60 63 75,5,R128,221,14,2,138,91,64,26,23,4,10,4,8,149,92,59,25,22,4,8
2016-520,Roland Garros,Clay,128,G,20160522,XXX,104719,,,Marcel Granollers,R,191,ESP,30,58,842,104745,4,,Rafael Nadal,L,185,ESP,29,5,5675,(W/O),5,R32,,,,,,,,,,,,,,,,,,,
2016-321,Stuttgart,Grass,28,A,20160606,MS001,106233,3,,Dominic Thiem,R,185,AUT,22,7,3105,104259,7,,Philipp Kohlschreiber,R,178,GER,32,26,1450,67(2) 64 64,3,F,131,12,6,104,50,45,28,16,5,9,14,3,106,57,40,30,16,7,5
2016-321,Stuttgart,Grass,28,A,20160606,MS002,106233,3,,Dominic Thiem,R,185,AUT,22,7,3105,103819,1,,Roger Federer,R,185,SUI,34,3,6655,36 76(7) 64,3,SF,118,9,6,102,62,46,19,15,5,5,9,2,109,69,52,17,16,2,8
2016-321,Stuttgart,Grass,28,A,20160606,MS003,104259,7,,Philipp Kohlschreiber,R,178,GER,32,26,1450,105223,,,Juan Martin del Potro,R,198,ARG,,,,63 64,3,SF,76,9,2,53,29,27,12,9,1,9,6,1,60,40,27,10,10,6,1
2016-321,Stuttgart,Grass,28,A,20160606,MS004,103819,1,,Roger Federer,R,185,SUI,34,3,6655,104252,,,Florian Mayer,R,191,GER,,,,76(2) 76(1),3,QF,86,15,3,79,49,43,15,12,5,6,5,0,84,55,37,17,12,5,6
2016-321,Stuttgart,Grass,28,A,20160606,MS005,106233,3,,Dominic Thiem,R,185,AUT,22,7,3105,104022,,,Mikhail Youzhny,R,183,RUS,33,76,707,36 64 75,3,QF,111,11,9,81,49,42,15,15,3,7,6,0,92,64,45,17,16,4,5
2016-321,Stuttgart,Grass,28,A,20160606,MS006,105223,,WC,Juan Martin del Potro,R,198,ARG,,,,104468,4,,Gilles Simon,R,183,FRA,31,18,1855,67(3) 63 60,3,QF,125,8,4,77,57,46,14,14,2,10,7,4,94,46,33,24,13,6,2
2016-321,Stuttgart,Grass,28,A,20160606,MS007,104259,7,,Philipp Kohlschreiber,R,178,GER,32,26,1450,103285,,,Radek Stepanek,R,185,CZE,,,,64 75,3,QF,101,10,2,79,38,30,23,11,5,5,9,2,77,50,33,15,11,3,5
2016-321,Stuttgart,Grass,28,A,20160606,MS008,103819,1,,Roger Federer,R,185,SUI,34,3,6655,126203,,,Taylor Fritz,R,193,USA,18,65,768,64 57 64,3,R16,101,8,2,95,61,51,17,16,8,4,9,3,95,52,42,22,16,2,9
2016-321,Stuttgart,Grass,28,A,20160606,MS009,104252,,Q,Florian Mayer,R,191,GER,,,,103582,,,Michael Berrer,L,193,GER,,,,63 36 64,3,R16,105,9,3,86,62,47,10,14,1,10,10,3,97,68,51,7,14,7,3
2016-321,Stuttgart,Grass,28,A,20160606,MS010,106233,3,,Dominic Thiem,R,185,AUT,22,7,3105,105032,,,Sam Groth,R,193,AUS,,,,76(3) 76(2),3,R16,91,11,5,72,38,34,24,12,0,1,21,7,74,37,32,22,12,1,0
2016-321,Stuttgart,Grass,28,A,20160606,MS011,104022,,,Mikhail Youzhny,R,183,RUS,33,76,707,104660,,,Sergiy Stakhovsky,R,193,UKR,30,100,566,63 76(1),3,R16,80,3,1,65,46,35,12,11,1,3,7,3,62,28,22,17,10,1,2
2016-321,Stuttgart,Grass,28,A,20160606,MS012,105223,,WC,Juan Martin del Potro,R,198,ARG,,,,105357,,,John Millman,R,183,AUS,26,66,758,64 64,3,R16,82,8,1,50,35,30,11,10,0,7,1,1,64,40,25,15,10,5,0
2016-321,Stuttgart,Grass,28,A,20160606,MS013,104468,4,,Gilles Simon,R,183,FRA,31,18,1855,105526,,,Jan-Lennard Struff,R,196,GER,26,89,650,64 46 62,3,R16,101,6,2,74,43,35,20,14,2,9,7,4,92,52,40,16,14,6,3
2016-321,Stuttgart,Grass,28,A,20160606,MS014,104259,7,,Philipp Kohlschreiber,R,178,GER,32,26,1450,106045,,,Denis Kudla,R,180,USA,23,56,858,75 63,3,R16,77,10,4,67,37,31,14,11,4,5,2,2,55,31,21,13,10,2,5
2016-321,Stuttgart,Grass,28,A,20160606,MS015,103285,,Q,Radek Stepanek,R,185,CZE,,,,105227,2,,Marin Cilic,R,198,CRO,27,13,2605,76(4) 75,3,R16,102,10,6,74,46,42,13,12,1,2,12,1,72,37,31,20,12,1,1
2016-321,Stuttgart,Grass,28,A,20160606,MS017,126203,,,Taylor Fritz,R,193,USA,18,65,768,104802,,,Fabrice Martin,R,198,FRA,,,,36 76(6) 61,3,R32,88,19,2,79,48,41,20,13,2,8,16,6,106,66,47,21,15,5,3
2016-321,Stuttgart,Grass,28,A,20160606,MS018,103582,,WC,Michael Berrer,L,193,GER,,,,104291,,,Malek Jaziri,R,185,TUN,32,63,787,67(7) 62 64,3,R32,119,14,0,88,60,46,20,15,6,10,7,2,104,62,42,22,15,6,7
2016-321,Stuttgart,Grass,28,A,20160606,MS019,104252,,Q,Florian Mayer,R,191,GER,,,,104678,6,,Viktor Troicki,R,193,SRB,30,21,1670,64 76(4),3,R32,71,3,0,60,42,35,11,11,1,2,10,4,61,34,26,13,11,0,2
2016-321,Stuttgart,Grass,28,A,20160606,MS021,105032,,,Sam Groth,R,193,AUS,,,,105011,,,Illya Marchenko,R,185,UKR,28,73,726,75 64,3,R32,75,15,0,48,38,35,9,11,0,5,8,0,63,36,25,17,11,3,0
2016-321,Stuttgart,Grass,28,A,20160606,MS022,104660,,Q,Sergiy Stakhovsky,R,193,UKR,30,100,566,123828,,,Jan Choinski,R,196,GER,,,,63 (RET),3,R32,37,6,0,30,20,15,5,4,2,3,2,1,30,20,11,6,5,1,2
2016-321,Stuttgart,Grass,28,A,20160606,MS023,104022,,,Mikhail Youzhny,R,183,RUS,33,76,707,103852,5,,Feliciano Lopez,L,188,ESP,34,22,1630,76(3) 63,3,R32,89,8,3,79,49,36,17,11,3,4,6,4,65,38,26,15,10,2,4
2016-321,Stuttgart,Grass,28,A,20160606,MS024,105357,,,John Millman,R,183,AUS,26,66,758,106298,8,,Lucas Pouille,R,185,FRA,22,29,1311,67(3) 63 64,3,R32,123,2,1,108,68,46,27,16,4,7,9,8,100,56,46,16,15,4,5
2016-321,Stuttgart,Grass,28,A,20160606,MS025,105223,,WC,Juan Martin del Potro,R,198,ARG,,,,105777,,,Grigor Dimitrov,R,191,BUL,25,36,1150,64 62,3,R32,69,12,2,48,29,27,11,9,0,9,4,5,57,32,21,12,9,6,0
2016-321,Stuttgart,Grass,28,A,20160606,MS026,105526,,,Jan-Lennard Struff,R,196,GER,26,89,650,104571,,,Marcos Baghdatis,R,178,CYP,30,41,1060,46 61 64,3,R32,102,7,2,84,51,38,21,14,2,9,6,5,87,45,33,21,13,6,3
2016-321,Stuttgart,Grass,28,A,20160606,MS028,104259,7,,Philipp Kohlschreiber,R,178,GER,32,26,1450,105732,,,Pierre-Hugues Herbert,R,188,FRA,25,79,697,64 61,3,R32,55,7,1,40,25,22,10,8,0,7,4,4,56,28,16,13,9,3,0
2016-321,Stuttgart,Grass,28,A,20160606,MS029,106045,,,Denis Kudla,R,180,USA,23,56,858,105583,,,Dusan Lajovic,R,183,SRB,25,80,691,60 62,3,R32,45,3,0,36,23,20,8,7,0,8,3,2,47,32,17,2,7,3,0
2016-321,Stuttgart,Grass,28,A,20160606,MS030,103285,,Q,Radek Stepanek,R,185,CZE,,,,104797,,,Denis Istomin,R,188,UZB,29,64,771,75 36 63,3,R32,123,8,7,97,57,46,14,15,7,5,9,4,84,50,37,14,15,1,10
2016-440,s-Hertogenbosch,Grass,28,A,20160606,MS001,103917,8 WC,,Nicolas Mahut,R,191,FRA,34,49,931,104180,7,,Gilles Muller,L,193,LUX,33,44,985,64 64,3,F,77,7,1,66,47,34,10,10,3,3,9,1,62,38,25,10,10,0,4
2016-440,s-Hertogenbosch,Grass,28,A,20160606,MS002,104180,7,,Gilles Muller,L,193,LUX,33,44,985,103333,3,,Ivo Karlovic,R,211,CRO,37,28,1360,76(5) 76(4),3,SF,86,22,1,68,51,49,11,12,0,0,21,6,72,47,42,15,12,0,0
2016-440,s-Hertogenbosch,Grass,28,A,20160606,MS003,103917,8 WC,,Nicolas Mahut,R,191,FRA,34,49,931,105023,5,,Sam Querrey,R,198,USA,28,37,1135,67(5) 64 64,3,SF,116,4,2,92,54,42,28,16,2,8,19,1,98,64,50,20,16,6,2
2016-440,s-Hertogenbosch,Grass,28,A,20160606,MS004,104180,7,,Gilles Muller,L,193,LUX,33,44,985,103970,1,,David Ferrer,R,175,ESP,34,14,2560,46 64 76(5),3,QF,138,17,5,107,66,52,21,16,4,5,3,3,102,63,45,29,16,4,5
2016-440,s-Hertogenbosch,Grass,28,A,20160606,MS005,103333,3,,Ivo Karlovic,R,211,CRO,37,28,1360,105173,,,Adrian Mannarino,L,180,FRA,27,55,860,63 64,3,QF,63,22,4,54,36,33,11,10,3,6,4,5,54,30,24,10,9,4,3
2016-440,s-Hertogenbosch,Grass,28,A,20160606,MS006,105023,5,,Sam Querrey,R,198,USA,28,37,1135,111578,,,Stefan Kozlov,R,183,USA,,,,63 60,3,QF,55,7,1,47,27,24,12,8,3,6,1,5,44,28,17,4,7,2,3
2016-440,s-Hertogenbosch,Grass,28,A,20160606,MS007,103917,8 WC,,Nicolas Mahut,R,191,FRA,34,49,931,106071,2,,Bernard Tomic,R,196,AUS,23,23,1625,67(5) 64 62,3,QF,108,12,3,96,61,52,14,15,3,7,14,5,84,49,36,17,15,3,4
2016-440,s-Hertogenbosch,Grass,28,A,20160606,MS008,103970,1,,David Ferrer,R,175,ESP,34,14,2560,104534,,,Dudi Sela,R,175,ISR,31,68,746,64 64,3,R16,89,1,3,79,54,32,13,10,10,10,1,3,63,32,19,13,10,5,13
2016-440,s-Hertogenbosch,Grass,28,A,20160606,MS009,104180,7,,Gilles Muller,L,193,LUX,33,44,985,104198,,,Guillermo Garcia-Lopez,R,185,ESP,33,53,900,75 61,3,R16,78,13,1,56,33,26,16,10,2,8,2,5,62,34,25,11,9,5,2
2016-440,s-Hertogenbosch,Grass,28,A,20160606,MS010,103333,3,,Ivo Karlovic,R,211,CRO,37,28,1360,104997,,,Igor Sijsling,R,191,NED,,,,76(4) 76(5),3,R16,85,20,2,81,57,47,14,12,1,0,2,3,78,50,41,18,12,0,1
2016-440,s-Hertogenbosch,Grass,28,A,20160606,MS011,105173,,,Adrian Mannarino,L,180,FRA,27,55,860,106421,,,Daniil Medvedev,R,198,RUS,,,,64 62,3,R16,59,5,1,44,27,24,13,9,0,5,4,1,50,30,23,9,9,2,0
2016-440,s-Hertogenbosch,Grass,28,A,20160606,MS012,105023,5,,Sam Querrey,R,198,USA,28,37,1135,105147,,,Tatsuma Ito,R,180,JPN,,,,63 64,3,R16,57,11,1,51,34,30,10,10,0,4,3,1,51,33,23,9,9,2,0
2016-440,s-Hertogenbosch,Grass,28,A,20160606,MS013,111578,,WC,Stefan Kozlov,R,183,USA,,,,105449,4,,Steve Johnson,R,188,USA,26,39,1110,63 64,3,R16,86,3,4,67,30,20,21,9,7,11,3,2,72,41,25,12,10,6,9
2016-440,s-Hertogenbosch,Grass,28,A,20160606,MS014,103917,8 WC,,Nicolas Mahut,R,191,FRA,34,49,931,103908,,,Paul-Henri Mathieu,R,185,FRA,34,60,816,46 61 64,3,R16,106,8,5,83,55,43,15,14,1,7,8,1,74,44,31,15,13,4,2
2016-440,s-Hertogenbosch,Grass,28,A,20160606,MS015,106071,2,,Bernard Tomic,R,196,AUS,23,23,1625,105379,,,Aljaz Bedene,R,183,GBR,26,58,845,64 63,3,R16,70,8,2,67,45,29,15,10,3,6,9,2,59,40,26,8,9,3,4
2016-440,s-Hertogenbosch,Grass,28,A,20160606,MS017,104534,,,Dudi Sela,R,175,ISR,31,68,746,106261,,,Dennis Novikov,R,193,USA,,,,75 67(6) 76(5),3,R32,138,8,9,112,68,55,21,18,2,9,11,5,121,66,46,30,18,5,5
2016-440,s-Hertogenbosch,Grass,28,A,20160606,MS018,104198,,,Guillermo Garcia-Lopez,R,185,ESP,33,53,900,105577,,,Vasek Pospisil,R,193,CAN,25,46,955,76(7) 62,3,R32,83,7,3,60,32,28,17,10,3,5,6,5,66,33,23,16,10,2,4
2016-440,s-Hertogenbosch,Grass,28,A,20160606,MS019,104180,7,,Gilles Muller,L,193,LUX,33,44,985,104898,,,Robin Haase,R,191,NED,29,82,685,76(7) 64,3,R32,85,24,4,71,52,43,11,11,5,4,8,2,74,53,40,10,11,3,5
2016-440,s-Hertogenbosch,Grass,28,A,20160606,MS021,104997,,WC,Igor Sijsling,R,191,NED,,,,105438,,,Inigo Cervantes,R,183,ESP,26,74,713,64 60,3,R32,47,1,0,37,19,18,14,8,0,5,5,2,48,29,14,7,8,1,0
